,word,tfidf
20017,效益,3.3903153664913894
28219,一步,3.380792976102159
14311,过程,3.3737417408767296
1119,确保,3.3648861385254505
10494,品质,3.357467361435984
445,内部,3.3544261943455806
14258,开发,3.3274144509103296
25915,全面,3.3074076004246624
17653,上市公司,3.2884083789605607
34069,生活,3.2749544120160983
3792,推进,3.2474437436142396
10013,设备,3.2065353456850616
3609,部门,3.18787741876754
27115,进一步,3.1783586636684387
4884,沟通,3.16997612821192
14286,结构,3.157036900658317
2472,管理体系,3.14268697021451
21748,保险,3.133408870852671
31229,维护,3.1179118103364596
18263,落实,3.1005074007377376
5094,法律,3.1005028956604295
16968,完成,3.0990226093474473
4168,采购,3.085512854265254
20995,报告期,3.0775844603344593
12716,努力,3.0600259104058405
26637,交易,3.05748940243403
20332,法规,3.0427637991908267
28385,回报,3.0101158826586984
9998,承担,2.9788400911895776
8201,各项,2.948793863997209
23227,考核,2.945119150353174
18289,注重,2.9343592576824626
13895,利润,2.930631310527428
22938,事故,2.929684839844503
25249,制定,2.88739238876069
29670,根据,2.881222847109946
1236,管理制,2.856771878219551
29270,定期,2.8467665979065506
28012,先进,2.8433135767968825
23828,科学,2.842967217894542
29450,岗位,2.8385879547371275
8910,监事,2.8367969762474514
31660,全体,2.8353388579226744
15321,执行,2.831578066700954
33133,期内,2.8233529678576605
33141,消费,2.80294755863864
3342,消费者,2.790782367417365
26967,会议,2.7901225253886897
33281,公益事业,2.781045488390817
26072,内容,2.779283986878946
12422,管理制度,2.7736930697142204
1341,清洁,2.77215763515126
33099,方式,2.7650008684377307
25542,稳定,2.762932440180115
26552,增长,2.7572357038869795
15844,检查,2.7562041471359837
3160,教育,2.749777136405519
11249,主要,2.748636540748759
27941,亿元,2.7298699875955745
7833,工业,2.7160526421505264
20245,基础,2.6977135449551692
6361,重要,2.6840754859187617
19476,国际,2.6748236049840095
19726,循环,2.6740171214372594
413,参与,2.6516601381554334
12995,共同,2.638182881401582
19348,专业,2.633906397110288
8299,支持,2.6147703998749883
17831,机构,2.6143153625455815
16519,社区,2.607607707021029
2206,贡献,2.605711214541165
5288,重点,2.593662803740764
7191,业务,2.5885181570289513
4956,参加,2.5885180343705745
32728,全国,2.5632476292301485
18355,委员,2.562856338772401
9655,投入,2.551136674627521
25493,负责,2.5446654599565437
481,万吨,2.533197124643782
12853,二二,2.5326582165228797
17949,措施,2.5299031879466307
23143,诚信,2.526937813701635
13441,汽车,2.5235184533385007
3361,材料,2.52117727312206
15268,达到,2.49411507327432
23204,水泥,2.4915646953276798
29465,改造,2.48356852832564
21401,运行,2.4822571848430153
3570,产品质量,2.479750757302253
21055,政府,2.4755361536959213
26050,所有,2.4701926642255603
4911,工艺,2.466731936655809
595,召开,2.4667268999492498
22099,问题,2.4599942363007794
1532,获得,2.446799339886862
9196,委员会,2.442594831484379
33320,始终,2.434985209862718
33654,有关,2.4340775615970087
123,第一,2.41389322915477
10370,满意,2.408784701275721
21612,以及,2.388798150535751
9771,设施,2.381896317166192
19901,竞争,2.3789094879043593
29977,煤炭,2.3758382553060997
27210,分配,2.3752051593827836
7288,研发,2.368114133001614
16849,合理,2.363481179874247
1304,一一,2.3553276988806195
26731,绿色,2.3502189007107432
15886,强化,2.349699937680826
1523,节约,2.337693994815507
2929,风险,2.3335319487194437
174,成长,2.32798166500554
653,发生,2.3224899504049024
8494,原则,2.3154006246184524
32078,国内,2.299940823917379
19091,公平,2.2956249913526636
24027,公开,2.2679222289929393
866,计划,2.2676453555510205
19484,知识,2.262938465122881
8988,继续,2.2622563575588623
24815,交流,2.2620987752262187
4480,技能,2.2567436695008958
16232,商业,2.2557535790926933
31635,绩效,2.244035526580989
29295,困难,2.2364387674951196
25898,销售,2.2318455580062024
28672,北京,2.2310016053841806
23749,规则,2.229481337437269
17284,健全,2.2283826603723744
31023,福建,2.2262099494894394
12143,中心,2.2190603349929194
4139,研究,2.2153051228795397
2686,本报,2.212209085393599
27060,品牌,2.21214653172181
26090,企业社,2.203493987014363
8673,认真,2.189525464072139
6717,运作,2.185636769948492
15210,依法,2.1837109399373293
27158,深圳,2.1788559637984597
19621,取得,2.177064697290429
16165,加大,2.1677957854942997
27730,资金,2.1670754619565495
6671,工会,2.1607997732713007
30204,现金,2.1601020741140906
2369,减少,2.15579593440297
19837,化工,2.1557754079556055
25500,三三,2.1430098365249903
13582,资产,2.138745400469512
21173,降低,2.1379775429353303
31415,对公,2.13664281936408
21850,废水,2.125062988560478
822,需求,2.1240832168212997
33575,财务,2.11573031248861
25669,每年,2.1124400009782662
18395,使用,2.10615086634042
17898,切实,2.104540962749944
25569,平台,2.10237543395219
14956,用户,2.0882129107959297
16366,全年,2.0812555116549705
13675,电气,2.0752762597254404
7136,形成,2.0689515426832297
11935,成为,2.0685655738275295
315,构建,2.066550043089678
21831,认证,2.063722908778285
34161,产经,2.0571957972948303
30808,应急,2.0542319722139903
10460,顾客,2.0467890412914405
516,业绩,2.044334944199241
25025,保持,2.042274516807076
31732,意识,2.036555963255299
23616,指标,2.036384760906541
28171,决策,2.035705828460971
30887,浙江,2.0348616383451104
11460,机组,2.034581850266189
30,交易所,2.02506886586801
28625,以来,2.023304370567571
19835,律法,2.0228082228469524
25987,结合,2.0121407248528533
16593,最大,2.007147487900352
6561,改进,2.003020602610261
1601,解决,2.0025522367488096
25492,优秀,1.9925235010550275
5630,关注,1.9862666792055592
32096,改善,1.981447289981939
20592,工资,1.9810932720261492
16960,薪酬,1.980585360457556
10722,人民,1.9784791745960002
31364,核心,1.964771001693625
16840,控股,1.9555215214882509
10836,电厂,1.9531657582124402
28729,广大,1.9512916722315636
31193,义务,1.94317203032889
29059,自身,1.9412382274788447
18703,法律法规,1.936650378265255
17914,地方,1.9267459781361245
24660,监事会,1.9249131735754161
15898,理工,1.9228613133705126
26164,议事,1.9203995724744964
17291,做好,1.920250661659164
6716,现场,1.9143094231205282
5432,学习,1.9132109606236403
19309,政策,1.9128493493294105
33474,实际,1.9112319633219468
27237,办法,1.905608285638728
15624,存在,1.9043160395901446
17178,分红,1.9035783193540905
4887,污水,1.8977880201116895
5226,完整,1.8972486412504654
19968,方案,1.8925430826394998
33775,审核,1.8917680009363307
31534,钢铁,1.8820963363162002
11365,制造,1.87872300127393
17863,证券交易,1.87196630278795
23258,大力,1.8603287820148775
6857,真实,1.859675474409836
32762,追求,1.8583445401770773
3207,劳动合同,1.8529401193795165
12628,独立,1.8511472276682708
11380,各类,1.8474078879419373
23249,得到,1.8400100737750404
9556,回收,1.8384433389701798
33648,捐款,1.8331200675380546
33425,遵守,1.8305700662688096
16052,领导,1.8297414548659698
18729,基本,1.8294143642897684
4280,意见,1.8259933360418867
20195,广东,1.8171239865133402
23271,评价,1.804929078144452
6940,生态,1.7945707833579703
21775,包括,1.79218012921696
18968,称号,1.790003010121871
26400,监测,1.789226645364425
3257,一个,1.7825080834540086
31272,人次,1.781108183899041
24633,推动,1.7775190759450346
26868,影响,1.770164078992511
25040,不断完善,1.7539594556775326
8944,程序,1.7514204417786166
4617,成立,1.7495713109445243
17209,医药,1.7460501762502896
1257,签订,1.7434233675557393
26018,增强,1.7428560793965162
20485,实行,1.7402451945924773
23043,大学,1.7341431406108498
30197,污染物,1.7329785678163263
363,荣获,1.7277016435775394
34221,同比,1.7237830208086493
2631,人权,1.7184715118287923
4573,形式,1.7172984213628701
15870,准确,1.716120162064519
23993,成果,1.7106718603248094
7903,云南,1.7098326328842104
20079,福利,1.7078963732714796
2287,长期,1.707179478801291
14870,经济效益,1.7064597328291042
9528,章程,1.7050723960927572
14407,系列,1.704345718772283
1121,部分,1.6988348396082202
14026,事项,1.6980427225465127
2863,以上,1.6974150967019397
21268,素质,1.6938004525389032
27220,高度,1.6896574802854163
15303,人为,1.68817744634709
2497,了解,1.6879366649997805
20764,子公司,1.6874386517287008
6289,目前,1.6856490368986647
3228,审计,1.6795775559606987
22959,其中,1.6767742682490703
8966,力度,1.672732703179565
28310,千瓦,1.6700872898949182
15860,优化,1.6692126367799287
5376,经理,1.6600909528523629
26556,代表,1.6577796670294944
29365,深入,1.6573145486865837
25770,设立,1.6568745659174375
7756,公共,1.6511898320736003
12750,集团股份,1.64939154087337
19855,为主,1.6419544868919729
28068,协调,1.6385669319874245
31993,培养,1.6378946284528708
24308,建和,1.63193946011977
16841,网络,1.631291924131257
13088,议事规则,1.6216668498701854
25279,作业,1.616468219970331
30101,四四,1.6147931501797306
11775,营业,1.614691567248456
10556,各种,1.6126357692656088
28815,发挥,1.609242785197316
14944,自主,1.6067445252841903
17258,纳税,1.6053773042214199
22749,增加,1.6052169782255228
33509,专项,1.6046504481502355
13332,采用,1.6041269326196712
21354,能耗,1.5978500802719569
17964,采取,1.5934703691378989
14859,卫生,1.5928799725939669
25758,贯彻,1.5888889862975808
20852,进步,1.5881608412065906
10123,符合,1.5836981840661095
33360,一直,1.5828027800427684
8300,以人为本,1.582706744634687
558,收入,1.5811770468944277
12248,公共关系,1.5774428245999594
27400,专利,1.5768929899638398
8688,产生,1.5763575407697359
12505,当地,1.566836505533109
32716,管理人员,1.5658699191533103
18227,针对,1.5640024443505183
23273,流程,1.5638554306983252
19875,营销,1.5620923692758968
17057,对待,1.5603114092916763
14123,评为,1.5521171631087425
25729,建议,1.5476888970627245
13942,精神,1.54510569726281
27696,司法,1.544268252262251
16049,氧化,1.5417619945372403
32525,满意度,1.541130886521906
5534,设计,1.5390154142426227
26065,操作,1.5378912434943552
27048,装备,1.53679218798992
22978,行为,1.5345444422500147
14976,主动,1.5333488914685178
12768,公司章程,1.5281558050235549
20147,州市,1.527012370959051
28571,公司法,1.5223197577478176
11685,权利,1.5206889272721433
21286,满足,1.5203567870809374
4859,内控,1.51900112546541
1122,渠道,1.5160487111590528
32790,发放,1.5133417557200244
8003,累计,1.5127935242294903
27754,综合利用,1.5111890967734898
5609,规划,1.5094968468773597
4688,多种,1.5042687861944386
18629,相关者,1.503892556804211
24556,年来,1.501659370124182
31376,股票,1.4929594817838436
19095,未来,1.4884917856179678
13779,山东,1.4872924711380908
484,科技股份,1.4852320066170996
18303,科技股,1.4852320066170996
17517,致力,1.4847306642894291
6810,成本,1.4805618557371216
2635,矿业,1.48041837782247
20723,隐患,1.4785949107558907
7026,调整,1.4770012584250194
22341,模式,1.4726427059147198
5589,自然,1.472308655686303
25524,高效,1.4685685423127095
15390,贿赂,1.4679546755488802
19937,废气,1.4677440829898802
26784,丰富,1.464152438972845
2942,应用,1.4619055349738106
26736,推行,1.4598511956507314
24255,尊重,1.459007563953533
6872,其他,1.4587245746755106
19316,做出,1.4583641283684574
2055,具有,1.4545998767289814
25895,消耗,1.45377002923337
9167,宣传,1.4529438097729308
1061,接受,1.4525132732070403
20013,友好,1.4495995269474127
30186,慈善,1.448565771775147
9428,内幕,1.448404812043461
34061,行动,1.4479949137343393
17424,优质,1.4469531359850691
3727,达标,1.4462958144294502
20014,就业,1.4455575286470796
18994,帮助,1.4424573824017073
14567,慰问,1.4422673624529807
12437,银行,1.4417213658366068
9517,车间,1.4324753153260392
11051,废物,1.4310690099012702
8250,领域,1.4310001834835095
24100,关于,1.4307710526016202
26088,作用,1.4302977451214962
2638,危险,1.4285329512431795
15524,地区,1.4278938609639495
29051,世博,1.4261294358785201
32294,打造,1.42465828701914
10757,监管,1.4244855796600289
28364,整改,1.4234390403978594
15838,医疗,1.422901781212072
24230,伙伴,1.422720630709326
20178,深圳证券交易所,1.4223672521596884
9388,安徽,1.4211623560844302
23589,日常,1.4155443870516335
20420,致力于,1.4155065980972097
620,矿井,1.4094643859966998
29037,第三,1.4042139652224002
14673,基金,1.4024745334015278
11618,世界,1.4001351265040696
19050,成功,1.3998804244807765
6775,做到,1.3980074638905624
19457,效率,1.3949202756012087
11491,煤矿,1.3939030149124998
22661,范围,1.3935885170308837
4671,全员,1.3930570625216867
9287,合格,1.3925178998974916
29494,管理工作,1.3884621750635608
25565,关法,1.3877623060826612
11205,明确,1.38541097181549
3287,装置,1.3815987168627601
22942,树立,1.379097537531878
32197,资本,1.377446851180842
13836,合金,1.3771879351592204
334,职责,1.3752695470986012
5386,下属,1.3730779387845478
19741,连续,1.3724976684215104
26600,发现,1.3702316306628444
18074,文件,1.3702257836828178
1975,安排,1.3699467190223222
17847,办公,1.3692885846148002
15405,快速,1.3689874476676194
17606,灾区,1.368557042244188
9183,一年,1.3677793177861803
10310,玻璃,1.3674510991071998
29414,分析,1.359828259989636
16388,举办,1.3578135130649407
29959,法人,1.3557423530320638
2851,平等,1.3531241068406439
30854,时间,1.3521743273949278
30213,竞争力,1.3520686136545796
10427,关心,1.3495038564184598
23656,条件,1.348687499266979
30137,创建,1.3480459241598846
11583,先后,1.3459763388828032
18578,优势,1.3456000514396083
21551,规模,1.3451251878934594
31399,指引,1.3434159536423256
208,加快,1.3410739102685585
21514,民主,1.3409819996257262
21083,干部,1.339196810861713
4535,关爱,1.3345750390186184
19107,荣誉,1.332460392083126
15417,动力,1.3310796090960264
18228,集体,1.3309143730495154
33391,第二,1.3259443996730953
29020,人力,1.3242585179180184
1410,关联,1.3238414760156567
10776,队伍,1.322300198164129
19977,中小,1.3219521465189437
26025,风电,1.3213651358668999
7641,发布,1.3170053897507994
8341,形象,1.3150277312113925
2870,捐赠,1.3128683952531195
17576,各界,1.3108612028349012
14476,信用,1.31025517962287
2773,电网,1.31004579274806
1188,除尘,1.3089378189608902
33701,扶贫,1.30746472430422
19725,化学,1.30409328774833
21496,多年,1.3038843349397458
4265,机械,1.3036337332069503
7513,利润分配,1.3035261567286063
26981,金属,1.2987896285849196
22923,更好,1.2979270511806793
24720,协会,1.2966870525170902
29028,电机,1.2948646024021713
32161,不同,1.291134277036981
11524,方针,1.2910511843550012
7417,以下,1.2894477270268334
14527,机会,1.2886227624124116
18063,公正,1.288465409709401
31670,体检,1.2884387032267597
21253,统一,1.2880086183537902
12923,状况,1.2876324307880644
3368,联合,1.2867443276390005
4305,不存,1.2856815871075649
1545,建立健全,1.2852700525059886
32832,发展观,1.2845368032849809
8897,运营,1.2834146261867396
2775,经销,1.28282558838728
17523,环节,1.282742814836252
12255,青海,1.2802823583972098
22823,同发,1.278956454672414
26307,高度重视,1.278442333667557
9843,接待,1.2782446260678288
31681,享有,1.276961686083184
19080,药品,1.2751090589208598
1525,报社,1.2741504453310677
28910,缴纳,1.2725889219074193
3773,简称,1.2722365674011753
4530,标准化,1.2713276166690102
11218,公告,1.2706465552041755
4760,净利,1.26844289445992
10647,为了,1.26596309716164
9260,班组,1.264585270271194
18954,涉及,1.2645367606129592
18976,和服,1.2619453758365908
5515,石化,1.2614482451487101
18877,基地,1.2591685834816702
4880,能够,1.2571785682427146
30514,编制,1.2560867988791955
29379,知情,1.2535676056840095
2019,严格执行,1.2522385838226313
29957,区域,1.2521172273867738
19444,用于,1.2519337113676958
6337,困难职工,1.2496463761566794
11793,个人,1.2494942753734897
18516,爱心,1.2494593507561593
12625,激励,1.2474927379576881
31517,降耗,1.247081160611736
22985,全部,1.2470425622577201
1042,严格遵守,1.2467738171989249
25086,消防,1.2462224101713006
21393,全球,1.2458556031740566
31238,净利润,1.2457198724671203
3989,脱硫,1.24460615698754
18191,绿化,1.2414291942897502
18170,任何,1.2413179180009244
2241,现代,1.2412307709106403
10735,积极开展,1.2411257991091473
8413,预防,1.2409294236749715
4944,电子,1.2401357671548987
26422,证监,1.2376741590309004
1809,提出,1.2341572580130298
14889,股东权益,1.2319453909004607
17223,五五,1.2306794508821304
16623,废弃,1.2294816612539703
26661,关键,1.2255151654167704
26226,审议,1.2212611846092645
12467,合作伙伴,1.2205424882440863
13003,经销商,1.21933125687864
22908,万千,1.21780125340707
5842,京市,1.21779654622227
10603,广州,1.216898580712248
33825,咨询,1.2168424167411407
13795,记载,1.2163088401017763
31746,女职工,1.2162406050422843
5240,虚假,1.2142718551733591
25194,体现,1.2133698190629298
19852,江苏,1.212524385330018
16230,及其,1.2118029977410658
1123,误导,1.2113850467931664
18238,社会各界,1.2077028682841349
27100,业生,1.2020516715737701
16066,公司制,1.2006900752390974
22565,领先,1.1988829517589097
10994,电话,1.197839986699881
26958,指导,1.1967286987536712
20583,误导性,1.195842611648552
24015,高级,1.1949236375154901
19677,新能源,1.193096124744729
31577,山西,1.19308217467176
15221,规章,1.1923072412901996
26974,科研,1.191151033795376
20919,大事,1.1900065972844962
8566,专门,1.1880580247509245
23044,人治,1.1857943458987028
6933,准确性,1.1847392712411375
14166,助学,1.1842604147251001
20115,加工,1.1834628259784303
17474,广东省,1.18031321875077
10294,费用,1.1801170293907997
33584,发行,1.17949767291596
11769,国电,1.1758330738418799
18413,自我,1.1752821661566022
30058,分别,1.172113566700089
18680,生产线,1.17152036293978
32108,万千瓦,1.1701546055076
24970,遗漏,1.1678357051411297
8477,需要,1.1671516704745104
21163,人力资源,1.1670680557472692
10131,积极参与,1.1665423328672408
30732,公众,1.1651697611125402
31181,真实性,1.1647084773212122
12155,帮扶,1.163363302142969
27356,比例,1.16311600043341
6208,特殊,1.1624310557611408
2861,供电,1.16203861595192
22716,所在,1.16038287556803
31766,余热,1.1598472905907131
16112,连带,1.1586814532075398
15571,道德,1.158355120894854
22440,评估,1.1580679315958904
33515,造价,1.1579290504112598
28495,比赛,1.1556531132117986
10528,完整性,1.1554321420024003
17043,上海证券交易所,1.15536015245949
11741,逐步,1.1550129202293387
21534,东方,1.1548686488755802
8953,特别,1.154634482003328
31958,依据,1.1538082235641491
16348,连带责任,1.1534520996650803
23665,小组,1.15301047736774
6104,北京市,1.1512570437196699
19235,十一,1.15122349818518
26326,个别,1.145996070068936
30200,广泛,1.1441002539192084
22625,稳健,1.141042883129072
15769,营造,1.1404150630159116
28036,量控,1.1398602438992134
16082,修订,1.1309218414991857
1919,售后,1.1304694030918903
23778,总经理,1.1303321594498104
33822,环境友好,1.1299394440937294
3544,噪声,1.12776613744379
230,具体,1.1264175552002895
12695,高新,1.1261904970494039
7851,学生,1.1258476525052104
16078,任务,1.1242504146520254
8467,倡导,1.123196374424515
4610,新型,1.1225665612170304
179,下降,1.12216805296037
16006,整体,1.11688358623101
9965,其内,1.1152116207804277
11920,每股,1.11473910025724
18581,承诺,1.1141432445263402
10644,救助,1.11325221248748
21773,之间,1.110970653870395
25454,验收,1.1095758168433805
29574,能降,1.1077294718006085
27841,互动,1.1058836771754896
6887,报告书,1.104893032181564
3848,鼓励,1.1047440761476908
3301,拥有,1.10462374420965
5336,期间,1.1024062866094329
23620,制订,1.1012324882386348
31910,一次,1.09743751082013
19386,公积,1.0954365924444438
22512,被评,1.0943638936650475
10702,专家,1.0904479288392162
27418,弃物,1.09026414691897
17069,分公司,1.08970820156394
16384,玉树,1.089172411777442
8079,比增,1.0872403840099418
10066,商标,1.08699969337259
12478,此外,1.0860402523243398
27495,概况,1.085462959084201
7858,价值观,1.085429447798472
17540,废弃物,1.08542443427609
16902,一系,1.0844990750092267
28865,资助,1.0828369702795881
21100,没有,1.0828132767447798
30352,股本,1.0800519262244
396,四川,1.07799442021798
25401,奉献,1.0779339231113143
11233,预案,1.0773521299490303
278,检测,1.0768024027452678
27058,城市,1.07588489186887
17646,海市,1.0726942789619538
17610,从事,1.0726470515438937
32644,家庭,1.071717307879318
13179,一流,1.069881298246896
4881,行情,1.06819013614849
20730,社会保险,1.0671834198347177
283,派发,1.0653906036826706
18447,授予,1.0650327268445359
15815,处置,1.0639569713635852
22156,氛围,1.0633524604663318
20444,围绕,1.0622583710862332
2260,顺利,1.0610455496088547
29091,一系列,1.0608474521758322
23949,调查,1.0587799072021897
12714,职工代表,1.0587263425752202
337,相应,1.0587219650597754
3560,突出,1.0581387513307696
2361,实践,1.0575307172345998
19178,希望,1.0565124072438599
6847,公民,1.05641829593884
29472,相互,1.0562152495210102
15392,之一,1.0541034094153898
27741,目的,1.0537378440150502
27104,中药,1.05210406185563
34349,给予,1.04815303720404
17741,竞赛,1.0479369190365457
30245,节能降耗,1.045651234295806
18952,引进,1.04329641659493
12591,不仅,1.0418715692033502
29088,中华,1.0417509488601004
29791,秉承,1.0391145640065291
25499,奖励,1.0382329935475696
16587,因素,1.0380519200924168
15242,工职,1.0373271940152882
1089,人民币,1.0361892762568188
33010,示范,1.0342061260600302
18667,已经,1.0329705204386104
33826,电缆,1.0327958441323999
30954,大型,1.03267877160319
19796,用水,1.0309883554323802
23963,调研,1.0308325797312987
21602,自己,1.0293258038443303
17475,小股,1.0280825452817122
26174,监控,1.0275978849612397
24635,展望,1.0266218763642108
10609,守信,1.0263130926926707
13572,外部,1.02593072588494
2345,杜绝,1.0255404215479302
12820,三年,1.021696773386597
29697,食品,1.0216260513169497
33138,改革,1.0215680103266624
23923,二氧,1.02148245926213
1961,反馈,1.020945605394932
4179,支付,1.020920111237136
26640,用品,1.019563839790186
26735,联系,1.0171552014578935
33447,工厂,1.0146507631853177
27745,技术创新,1.0131138404108002
1839,用工,1.0129746975798652
19108,原料,1.0108742808651687
1739,对于,1.0106366554208082
13166,更多,1.010106105879381
33958,温暖,1.009832257241326
27665,十一五,1.0093676986400768
8122,和谐社会,1.0093431752469
33101,一五,1.0080202195319088
33463,所属,1.0077654483454899
16952,水电,1.007695461381162
29984,地震,1.0076259496142181
22665,二氧化,1.00542724651758
32520,冶炼,1.004048515499498
20201,选择,1.0036476624892459
33062,投票,1.0022171678150107
17608,共享,1.0019318918340274
4119,从而,1.0006598097263657
16990,积金,1.0004968396914553
32488,垃圾,1.00028614638845
15698,保管,1.000151025064061
12007,各级,0.9989492841444678
5363,听取,0.9983903234177076
21920,用电,0.9968767043460559
18209,团队,0.9968618869826632
22434,网站,0.9967899731485204
31662,方法,0.9951386553823781
33144,诚实,0.9945951070806699
6970,内外,0.9944695480681899
20599,锅炉,0.9930877269010497
32630,公积金,0.9929214740223951
15984,防范,0.9927943915887303
18277,必须,0.9921274124808505
18366,生命,0.9915367643823101
14938,业余,0.9903555255031696
11213,工伤,0.990149731728855
26480,遵循,0.9897453540347999
30453,劳动保护,0.9880592017846602
30469,施工,0.9876306504069404
33131,青年,0.986729269443673
10833,数据,0.9852425273617702
32343,对外,0.9838376420914298
31701,十分,0.9836618059624247
14602,有力,0.9811812827793629
26481,大化,0.9809296540286601
17560,互利,0.9804075538224922
8670,推广,0.9797175795616591
18116,文明,0.9792144127284599
32495,表决,0.9785032497653501
22197,矸石,0.9775627341274
9490,责任制,0.97626879964385
26275,总额,0.9761252631514599
25313,第五,0.975461219502459
32320,合同法,0.9753191953513002
4596,上海市,0.973829093981077
28313,管理水平,0.9731946520818701
20209,化生,0.9707229617341995
17009,足额,0.9694471019617041
22709,一定,0.9677559491016338
33433,自觉,0.9664165913521492
11039,最大化,0.9661873265593561
11820,董事长,0.9630713668064804
13745,工人,0.9626288291965205
15342,协议,0.9621031510936195
20617,公益活动,0.9607542436248402
387,回馈,0.9606729870471178
343,凝聚,0.9597067799156677
9584,司员,0.9593606871033308
8538,售后服务,0.95912440076145
21939,极性,0.95864951356793
3319,主管,0.9575671561306401
25363,管理层,0.9572010777580362
32165,保护环,0.9567565226767077
10200,维护员,0.956113524426021
12316,矿山,0.9554665118254599
8810,石油,0.9553437555277101
21993,物排放,0.9546739893766504
8784,重机,0.9545785361786501
26779,保护环境,0.9544091836434044
22626,转增,0.9538988564203409
34040,准则,0.9537870883783097
17446,思想,0.9536318331250198
27208,行使,0.9525641522940699
1668,休假,0.9523220737288698
28141,劳动法,0.9521254255909801
11564,养老,0.9513279477431338
512,他们,0.9507600318993701
19552,带动,0.9489004321751329
12060,积极性,0.9478943963589296
12108,用率,0.9478678721698
9862,人数,0.9440833927576108
13312,深化,0.9431341245652402
25481,事件,0.9421174141766722
2117,河南,0.9416751502506101
