word	num	freq
资金	534	0.0006461308378647191
工业	526	0.0006364509751251728
改进	526	0.0006364509751251728
事故	517	0.0006255611295431831
绩效	508	0.0006146712839611934
认证	493	0.000596521541324544
公开	490	0.0005928915927972141
执行	478	0.0005783717986878946
优化	476	0.000575951833003008
制造	462	0.0005590120732088019
力度	438	0.0005299724849901628
政府	430	0.0005202926222506165
实行	418	0.000505772828141297
污染	417	0.0005045628452988537
废水	417	0.0005045628452988537
协调	412	0.0004985129310866372
设立	410	0.0004960929654017506
审计	409	0.0004948829825593073
工艺	408	0.000493672999716864
公益	405	0.0004900430511895342
意识	404	0.0004888330683470908
法律	403	0.00048762308550464754
影响	395	0.00047794322276510117
审核	395	0.00047794322276510117
全球	391	0.000473103291395328
效益	390	0.0004718933085528847
能耗	387	0.00046826336002555485
竞争力	383	0.0004634234286557817
节约	382	0.00046221344581333834
宣传	377	0.0004561635316011219
污染物	376	0.0004549535487586786
高效	359	0.0004343838404371426
流程	359	0.0004343838404371426
法规	348	0.00042107402917026637
低碳	330	0.0003992943380062871
监测	328	0.00039687437232140046
废弃物	328	0.00039687437232140046
规划	324	0.0003920344409516273
健全	322	0.0003896144752667407
优势	321	0.00038840449242429743
培养	316	0.000382354578212081
废气	314	0.00037993461252719434
整改	312	0.00037751464684230776
树立	307	0.0003714647326300913
评估	292	0.0003533149899934419
规模	291	0.0003521050071509986
调整	287	0.0003472650757812254
污水	274	0.0003315352988294626
效率	271	0.0003279053503021327
生态	266	0.00032185543608991625
监控	258	0.0003121755733503699
倡导	254	0.0003073356419805967
事业	247	0.00029886576208349363
实践	241	0.0002916058650288339
新能源	231	0.00027950603660440094
下降	230	0.00027829605376195765
职责	226	0.0002734561223921845
隐患	223	0.0002698261738648546
鼓励	221	0.000267406208179968
专利	212	0.00025651636259797837
监管	210	0.0002540963969130918
绿化	207	0.00025046644838576187
消耗	197	0.00023836661996132894
费用	195	0.00023594665427644236
检测	185	0.00022384682585200943
达标	183	0.00022142686016712282
协议	181	0.00021900689448223624
预防	181	0.00021900689448223624
总量	178	0.00021537694595490637
合格	177	0.00021416696311246305
防范	174	0.00021053701458513318
杜绝	172	0.0002081170489002466
品质	171	0.0002069070660578033
危害	167	0.00020206713468803013
噪声	159	0.00019238727194848378
防治	159	0.00019238727194848378
ISO14001	155	0.0001875473405787106
改革	152	0.00018391739205138072
源头	151	0.00018270740920893743
支撑	151	0.00018270740920893743
卫生	144	0.00017423752931183435
事件	144	0.00017423752931183435
文明	141	0.00017060758078450448
排查	140	0.00016939759794206118
收益	140	0.00016939759794206118
供应链	133	0.00016092771804495813
成效	131	0.00015850775236007155
抓好	131	0.00015850775236007155
压力	130	0.00015729776951762823
合法	129	0.00015608778667518494
升级	129	0.00015608778667518494
评审	128	0.00015487780383274165
办公	128	0.00015487780383274165
资质	127	0.00015366782099029836
批准	127	0.00015366782099029836
信息化	126	0.00015245783814785507
限度	125	0.00015124785530541178
自然	123	0.00014882788962052517
盈利	123	0.00014882788962052517
风电	122	0.00014761790677808188
管控	121	0.0001464079239356386
粉尘	121	0.0001464079239356386
产能	120	0.0001451979410931953
危险	119	0.000143987958250752
分类	114	0.00013793804403853553
除尘	113	0.00013672806119609224
转型	110	0.00013309811266876235
生存	107	0.00012946816414143248
用水	106	0.00012825818129898919
消除	105	0.0001270481984565459
智能	102	0.000123418249929216
愿景	99	0.00011978830140188613
三废	98	0.00011857831855944282
检验	98	0.00011857831855944282
气体	96	0.00011615835287455624
大幅	96	0.00011615835287455624
防护	92	0.00011131842150478306
配置	90	0.00010889845581989648
追究	88	0.00010647849013500988
优良	86	0.0001040585244501233
狠抓	86	0.0001040585244501233
补助	85	0.00010284854160768
垃圾	84	0.00010163855876523671
整治	83	0.00010042857592279342
削减	80	9.679862739546353e-05
规程	79	9.558864455302024e-05
调度	79	9.558864455302024e-05
友好	77	9.316867886813365e-05
废物	77	9.316867886813365e-05
监察	76	9.195869602569036e-05
废弃	75	9.074871318324706e-05
高质量	75	9.074871318324706e-05
排污	74	8.953873034080377e-05
烟尘	74	8.953873034080377e-05
太阳能	72	8.711876465591717e-05
降耗	56	6.775903917682448e-05
环评	55	6.654905633438117e-05
噪音	51	6.1709124964608e-05
温室	49	5.928915927972141e-05
净化	44	5.323924506750494e-05
再生	44	5.323924506750494e-05
辐射	40	4.839931369773177e-05
废旧	36	4.3559382327958586e-05
效应	33	3.992943380062871e-05
植树	31	3.7509468115742115e-05
浪费	29	3.508950243085553e-05
关停	28	3.387951958841224e-05
风能	11	1.3309811266876235e-05
降解	6	7.259897054659765e-06
粗放	5	6.049914212216471e-06
无公害	2	2.4199656848865883e-06
