"stock_code","sname","area","pos_x","pos_y","industry","institutional","lootchips","pricelimit","shareholders","name","ename","register_date","addr_reg","addr_work","market","listing_date","offer_date","stock_type","addr","create_date","id","web_site"
"600176","中国巨石","北京","116.446","39.9398","通用化工品","87262.95","8.73","8.73","203.15","中国巨石股份有限公司","CHINA JUSHI CO.,LTD.","1999/4/16","北京市海淀区西三环10号(望海楼C座)","北京市海淀区复兴路17号国海广场2号楼10层","上海证券交易所","1999/4/22","1999/3/5","流通A股","","","",""
"600816","安信信托","上海","121.485","31.2367","不动产投资信托","176988.98","11.35","17.70","203.10","安信信托股份有限公司","Anxin Trust Co., Ltd.","1987/2/16","上海市杨浦区控江路1553-1555号A座3楼301室","上海市广东路689号29层","上海证券交易所","1994/1/28","1992/5/4","流通A股","","","",""
"600094","大名城","上海","121.401","31.193","不动产投资开发","201155.69","18.13","20.12","191.44","上海大名城企业股份有限公司","Greattown Holdings Ltd.","1996/7/18","上海市闵行区红松东路1116号1幢5楼A区","上海市闵行区红松东路1116号上海虹桥元一大厦5楼","上海证券交易所","1997/7/3","1997/6/24","流通A股","","","",""
"002429","兆驰股份","广东","113.793","22.7096","消费电子产品","160178.78","15.86","16.02","201.90","深圳市兆驰股份有限公司","Shenzhen MTC Co., Ltd.","2007/6/1","广东省深圳市龙岗区南湾街道下李朗社区李朗路一号兆驰创新产业园","广东省深圳市深圳市龙岗区南湾街道下李朗社区李朗路一号兆驰创新产业园","中小企业板","2010/6/10","2010/5/31","流通A股","","","",""
"601929","吉视传媒","吉林","127.34","43.7389","广播与娱乐","311080.12","31.11","31.11","190.38","吉视传媒股份有限公司","Jishi Media Co., Ltd.","2001/5/9","吉林省净月开发区博硕路(仁德集团402室)","吉林省长春市新民大街1027-1号","上海证券交易所","2012/2/23","2012/2/10","流通A股","","","",""
"002736","国信证券","广东","114.111","22.5522","投资服务","820000.00","12.00","82.00","201.60","国信证券股份有限公司","Guosen Securities Co., Ltd.","1994/6/30","广东省深圳市罗湖区红岭中路1012号国信证券大厦十六层至二十六层","广东省深圳市罗湖区红岭中路1012号国信证券大厦十六层至二十六层","中小企业板","2014/12/29","2014/12/19","流通A股","","","",""
"600783","鲁信创投","山东","121.497","31.241","工业机械","74435.93","7.44","7.44","190.03","鲁信创业投资集团股份有限公司","Luxin Venture Capital Group Co., Ltd.","1993/11/20","山东省淄博市高新技术产业开发区裕民路129","山东省济南市经十路9999号黄金时代广场C座4层","上海证券交易所","1996/12/25","1996/10/21","流通A股","","","",""
"600023","浙能电力","浙江","120.146","30.2779","电力（IV）","1360069.00","25.54","136.01","201.53","浙江浙能电力股份有限公司","Zhejiang Zheneng Electric Power Co., Ltd.","","浙江省杭州市天目山路152号浙能大厦2楼","浙江省杭州市天目山路152号浙能大厦2楼","上海证券交易所","2013/12/19","2013/12/19","流通A股","","","",""
"000539","粤电力A","广东","113.341","23.133","电力（IV）","525028.40","25.54","52.50","189.50","广东电力发展股份有限公司","Guangdong Electric Power Development Co., Ltd.","1993/1/1","广东省广州市天河东路2号粤电广场南塔23-26楼","广东省广州市天河东路2号粤电广场南塔23-26楼","深圳证券交易所","1993/11/26","1993/10/10","流通A股","","","",""
"000581","威孚高科","江苏","120.374","31.5414","汽车零配件（IV）","100895.06","8.36","10.09","199.24","无锡威孚高科技集团股份有限公司","Weifu High-technology Group Co., Ltd.","1992/10/22","江苏省无锡国家高新技术产业开发区华山路5","江苏省无锡市新区华山路5号","深圳证券交易所","1998/9/24","1998/6/29","流通A股","","","",""
"600645","中源协和","天津","117.695","39.0441","商业辅助服务","38625.53","3.25","3.86","188.87","中源协和细胞基因工程股份有限公司","ZHONGYUAN UNION CELL & GENE ENGINEERING CORP., LTD","1992/7/1","天津市滨海新区（津南）创意中心A座1002室","天津空港经济区东九道45号","上海证券交易所","1993/5/4","1992/8/18","流通A股","","","",""
"600521","华海药业","浙江","121.185","28.7978","制药","79313.78","7.84","7.93","198.92","浙江华海药业股份有限公司","Zhejiang Huahai Pharmaceutical Co., Ltd.","2001/2/28","浙江省临海市汛桥","浙江省临海市汛桥","上海证券交易所","2003/3/4","2003/2/17","流通A股","","","",""
"002456","欧菲光","广东","113.904","22.7903","电子电气组件与设备","103061.20","8.20","10.31","188.02","深圳欧菲光科技股份有限公司","Shenzhen O-film Tech Co., Ltd.","2007/10/22","广东省深圳市光明新区公明街道松白公路华发","广东省深圳市光明新区公明街道松白公路华发路段欧菲光科技园","中小企业板","2010/8/3","2010/7/21","流通A股","","","",""
"000983","西山煤电","山西","112.464","37.8594","煤炭开采","315120.00","31.51","31.51","187.49","山西西山煤电股份有限公司","Shanxi Xishan Coal and Electricity Power Co., Ltd.","1999/4/26","山西省太原市万柏林区西矿街318号","山西省太原市万柏林区西矿街318号","深圳证券交易所","2000/7/26","2000/6/26","流通A股","","","",""
"600516","方大炭素","甘肃","102.868","36.3449","工业机械","171916.04","17.19","17.19","198.91","方大炭素新材料科技股份有限公司","Fangda Carbon New Material Co., Ltd.","1999/1/18","甘肃省兰州市红古区海石湾2号街坊354号","甘肃省兰州市红古区海石湾2号街坊354号","上海证券交易所","2002/8/30","2002/8/15","流通A股","","","",""
"000410","沈阳机床","辽宁","123.241","41.7669","工业机械","76547.09","7.40","7.65","187.03","沈阳机床股份有限公司","Shenyang Machine Tool Co., Ltd.","1993/5/20","辽宁省沈阳经济技术开发区开发大路17甲1号","辽宁省沈阳经济技术开发区开发大路17甲1号","深圳证券交易所","1996/7/18","1996/6/27","流通A股","","","",""
"002095","生意宝","浙江","120.159","30.2826","互联网","25272.00","2.51","2.53","198.25","浙江网盛生意宝股份有限公司","Zhejiang Netsun Co., Ltd.","2003/11/7","浙江省杭州市莫干山路187号易盛大厦12F","浙江省杭州市莫干山路187号易盛大厦12F","中小企业板","2006/12/15","2006/12/4","流通A股","","","",""
"600038","中直股份","黑龙江","126.669","45.6124","航空航天","58947.67","3.93","5.89","186.74","中航直升机股份有限公司","AVIC Helicopter Co., Ltd.","1999/7/30","黑龙江省哈尔滨市高新技术开发区集中开发区34号楼","黑龙江省哈尔滨市平房区友协大街15号","上海证券交易所","2000/12/18","2000/11/22","流通A股","","","",""
"600823","世茂股份","上海","121.513","31.2467","不动产投资开发","176219.30","17.62","17.62","197.54","上海世茂股份有限公司","Shanghai Shimao Co., Ltd.","1993/12/22","上海市黄浦区南京西路268号","上海市银城中路68号时代金融中心43楼","上海证券交易所","1994/2/4","1993/10/12","流通A股","","","",""
"600219","南山铝业","山东","120.508","37.6106","建材与构件","283518.44","28.35","28.35","186.56","山东南山铝业股份有限公司","Shandong Nanshan Aluminium Co., Ltd.","1993/3/18","山东省龙口市东江镇前宋村","山东省龙口市东江镇南山村","上海证券交易所","1999/12/23","1999/9/10","流通A股","","","",""
"600650","锦江投资","上海","121.497","31.2387","公路运输","55161.01","3.91","5.52","197.35","上海锦江国际实业投资股份有限公司","Shanghai Jin Jiang International Industrial Investment Co., Ltd.","1993/2/24","上海市浦东大道1号","上海市延安东路100号联谊大厦28楼","上海证券交易所","1993/6/7","1992/7/15","流通A股","","","",""
"002570","贝因美","浙江","120.163","30.1856","食品生产（IV）","102252.00","10.20","10.23","185.86","贝因美婴童食品股份有限公司","Beingmate Baby and Child Food Co., Ltd.","1999/4/27","浙江省杭州市滨江区南环路3758号","浙江省杭州市滨江区南环路3758号","中小企业板","2011/4/12","2011/3/30","流通A股","","","",""
"600266","北京城建","北京","116.391","39.9834","不动产投资开发","156704.00","14.16","15.67","197.31","北京城建投资发展股份有限公司","Beijing Urban Construction Investment and Development Co., Ltd.","1998/12/30","北京市海淀区大柳树富海中心2号楼19层","北京市朝阳区北土城西路11号城建开发大厦","上海证券交易所","1999/2/3","1998/12/9","流通A股","","","",""
"600662","强生控股","上海","121.466","31.2366","运输服务","105336.22","10.53","10.53","184.87","上海强生控股股份有限公司","Shanghai Qiangsheng Holding Co., Ltd.","1992/2/1","上海市浦东新区浦建路145号","上海市南京西路920号19楼","上海证券交易所","1993/6/14","1999/2/12","流通A股","","","",""
"600079","人福医药","湖北","114.476","30.4911","制药","128604.91","10.31","12.86","197.23","人福医药集团股份公司","Humanwell Healthcare (Group) Co., Ltd.","1993/3/30","中国湖北省武汉市东湖高新区高新大道666号","湖北省武汉市洪山区关山街鲁磨路369号","上海证券交易所","1997/6/6","1997/5/22","流通A股","","","",""
"002508","老板电器","浙江","120.302","30.4516","耐用消费品","48607.50","4.72","4.86","184.38","杭州老板电器股份有限公司","Hangzhou Robam Appliances Co., Ltd.","2000/11/7","浙江省杭州余杭区余杭经济开发区临平大道59","浙江省杭州余杭区余杭经济开发区临平大道592号","中小企业板","2010/11/23","2010/11/10","流通A股","","","",""
"600597","光明乳业","上海","121.409","31.191","食品生产（IV）","123063.67","12.24","12.31","196.50","光明乳业股份有限公司","Bright Dairy and Food Co., Ltd.","1996/10/7","上海市吴中路578号","上海市吴中路578号","上海证券交易所","2002/8/28","2002/8/14","流通A股","","","",""
"600868","梅雁吉祥","广东","116.108","24.2815","电力（IV）","189814.87","18.98","18.98","183.93","广东梅雁吉祥水电股份有限公司","Guangdong Meiyan Jixiang Hydropower Co., Ltd.","1993/1/1","广东省梅州市梅县新县城沿江南路1号","广东省梅州市梅县新县城沿江南路1号","上海证券交易所","1994/9/12","1994/7/11","流通A股","","","",""
"600787","中储股份","天津","117.393","39.1642","运输服务","185982.84","16.80","18.60","194.57","中储发展股份有限公司","CMST Development Co., Ltd.","1997/1/8","天津市北辰经济开发区","北京市丰台区南四环西路188号6区18号楼","上海证券交易所","1997/1/21","1996/12/18","流通A股","","","",""
"601003","柳钢股份","广西","109.403","24.381","钢铁","256279.32","25.63","25.63","183.75","柳州钢铁股份有限公司","Liuzhou Iron and Steel Co., Ltd.","2000/4/14","广西壮族自治区柳州市北雀路117号","广西壮族自治区柳州市北雀路117号","上海证券交易所","2007/2/27","2007/2/6","流通A股","","","",""
"601880","大连港","辽宁","121.879","39.0014","运输服务","442600.00","33.63","44.26","214.58","大连港股份有限公司","Dalian Port (PDA) Company Limited","2005/11/16","辽宁省大连保税区大窑湾新港商务大厦","辽宁省大连国际物流园区金港路新港商务大厦","上海证券交易所","2010/12/6","2010/11/23","流通A股","","","",""
"600869","智慧能源","青海","101.752","36.7076","电子电气组件与设备","198008.67","19.80","19.80","194.44","远东智慧能源股份有限公司","Far East Smarter Energy Co.,Ltd","1995/1/25","青海省西宁市城北区生物园区经二路12号","江苏省宜兴市高塍远东大道6号","上海证券交易所","1995/2/6","1995/1/12","流通A股","","","",""
"002153","石基信息","北京","116.307","39.9147","计算机服务","30912.00","1.63","3.09","183.57","北京中长石基信息技术股份有限公司","Beijing Shiji IT Co., Ltd.","1998/2/6","北京市海淀区复兴路甲65号-A11层","北京市海淀区复兴路甲65号-A11层、14层，北京市东城区东水井胡同5号15层","中小企业板","2007/8/13","2007/7/30","流通A股","","","",""
"002179","中航光电","河南","112.407","34.6436","电子电气组件与设备","60251.49","5.78","6.03","213.54","中航光电科技股份有限公司","China Aviation Optical-electrical Technology Co., Ltd.","2002/12/31","河南省洛阳高新技术开发区周山路10号","河南省洛阳高新技术开发区周山路10号","中小企业板","2007/11/1","2007/10/18","流通A股","","","",""
"000793","华闻传媒","海南","110.353","20.0621","广播与娱乐","205122.87","16.74","20.51","194.19","华闻传媒投资集团股份有限公司","Huawen Media Investment Group Corporation","1992/12/17","海南省海口市海甸四东路民生大厦","海南省海口市海甸四东路民生大厦","深圳证券交易所","1997/7/29","1997/7/14","流通A股","","","",""
"300072","三聚环保","北京","116.314","39.979","特种化工品","77822.35","5.97","7.78","211.88","北京三聚环保新材料股份有限公司","Beijing Sanju Environmental Protection and New Materials Co., Ltd.","1997/6/3","北京市海淀区人大北路33号1号楼大行基业大","北京市海淀区人大北路33号1号楼大行基业大厦9层","创业板","2010/4/27","2010/4/14","流通A股","","","",""
"000620","新华联","北京","116.495","39.9305","不动产投资开发","189669.04","15.98","18.97","193.35","新华联不动产股份有限公司","Macrolink Real Estate Co., Ltd.","1993/5/19","北京市通州区潞城镇人民政府北楼209室","北京市朝阳区东四环中路道家园18号新华联大厦16层","深圳证券交易所","1996/10/29","1996/10/16","流通A股","","","",""
"600688","上海石化","上海","121.35","30.7159","通用化工品","1080000.00","29.25","108.00","211.77","中国石化上海石油化工股份有限公司","Sinopec Shanghai Petrochemical Co., Ltd.","1993/6/29","上海市金山区金一路48号","上海市金山区金一路48号","上海证券交易所","1993/11/8","1993/8/8","流通A股","","","",""
"002242","九阳股份","山东","116.923","36.722","耐用消费品","76775.50","7.63","7.68","193.35","九阳股份有限公司","Joyoung Co., Ltd.","2007/9/19","山东省济南市槐荫区美里路999号","山东省济南市槐荫区经十路28038号","中小企业板","2008/5/28","2008/5/16","流通A股","","","",""
"601139","深圳燃气","广东","114.065","22.5793","燃气供应","217802.51","21.78","21.78","211.27","深圳市燃气集团股份有限公司","Shenzhen Gas Corporation Ltd.","1996/4/30","广东省深圳市福田区梅坳一路268号","广东省深圳市福田区中康北路深燃大厦","上海证券交易所","2009/12/25","2009/12/11","流通A股","","","",""
"600006","东风汽车","湖北","114.164","30.4919","汽车零配件（IV）","200000.00","20.00","20.00","193.00","东风汽车股份有限公司","Dongfeng Automobile Co., Ltd.","1999/7/21","湖北省襄阳市高新区东风汽车大道劲风路3幢","湖北省武汉市经济技术开发区创业路58号","上海证券交易所","1999/7/27","1999/6/28","流通A股","","","",""
"600022","山东钢铁","山东","117.184","36.7272","钢铁","842042.28","64.36","84.20","211.11","山东钢铁股份有限公司","Shandong Iron and Steel Company Ltd.","2000/12/29","山东省济南市工业北路21号","山东省济南市高新区舜华路2000号舜泰广场4号楼","上海证券交易所","2004/6/29","2004/6/14","流通A股","","","",""
"300001","特锐德","山东","120.511","36.178","电子电气组件与设备","89058.49","8.25","8.91","211.07","青岛特锐德电气股份有限公司","Qingdao Tgood Electric Co., Ltd.","2004/3/16","山东省青岛市崂山区松岭路336号","山东省青岛市崂山区松岭路336号","创业板","2009/10/30","2009/9/25","流通A股","","","",""
"002311","海大集团","广东","113.373","22.9841","农业与渔业","153736.33","15.16","15.37","210.67","广东海大集团股份有限公司","Guangdong Haid Group Co., Limited","2007/7/20","广东省广州市番禺区南村镇南村村北大街18号","广东省广州市番禺区番禺大道北555号天安科技创新大厦213室","中小企业板","2009/11/27","2009/11/18","流通A股","","","",""
"600808","马钢股份","安徽","118.497","31.7045","钢铁","770068.12","59.68","77.01","210.66","马鞍山钢铁股份有限公司","Maanshan Iron and Steel Company Limited","1993/9/1","安徽省马鞍山市九华西路8号","安徽省马鞍山市九华西路8号","上海证券交易所","1994/1/6","1993/11/6","流通A股","","","",""
"300033","同花顺","浙江","121.547","31.2403","软件","53760.00","2.62","5.38","208.97","浙江核新同花顺网络信息股份有限公司","Hithink RoyalFlush Information Network Co., Ltd.","2007/12/14","浙江省杭州市文二西路1号901室","浙江省杭州市翠柏路7号杭州电子商务产业园2楼","创业板","2009/12/25","2009/12/16","流通A股","","","",""
"000729","燕京啤酒","北京","116.69","40.1018","酿酒业","281853.93","25.00","28.10","206.54","北京燕京啤酒股份有限公司","Beijing Yanjing Brewery Co., Ltd.","1997/7/8","北京市顺义区双河路9号","北京市顺义区双河路9号","深圳证券交易所","1997/7/16","1997/6/6","流通A股","","","",""
"002493","荣盛石化","浙江","120.602","30.2025","通用化工品","222400.00","20.38","22.24","206.46","荣盛石化股份有限公司","Rongsheng Petro Chemical Co., Ltd.","2007/6/18","浙江省杭州市萧山区益农镇红阳路98号","浙江省杭州市萧山区益农镇浙江荣盛控股集团大楼","中小企业板","2010/11/2","2010/10/20","流通A股","","","",""
"002491","通鼎互联","江苏","120.454","30.9027","通讯设备","119911.62","10.79","12.07","206.14","通鼎互联信息股份有限公司","TONGDING INTERCONNECTION INFORMATION CO.,LTD.","1999/4/22","江苏省吴江市震泽镇八都经济开发区小平大道","江苏省吴江市震泽镇八都经济开发区小平大道8号","中小企业板","2010/10/21","2010/10/11","流通A股","","","",""
"600958","东方证券","上海","121.509","31.2273","投资服务","528174.29","10.00","52.82","205.70","东方证券股份有限公司","Orient Securities Company Limited","1997/12/10","上海市中山南路318号2号楼22层、23层、25层-29层","上海市中山南路318号2号楼22层、23层、25层-29层","上海证券交易所","2015/3/23","2015/3/11","流通A股","","","",""
"002007","华兰生物","河南","113.912","35.2879","生物科技","58130.48","5.01","5.81","204.93","华兰生物工程股份有限公司","Hualan Biological Engineering, Inc.","2000/9/27","河南省新乡市华兰大道甲1号","河南省新乡市华兰大道甲1号","中小企业板","2004/6/25","2004/6/10","流通A股","","","",""
"600180","瑞茂通","山东","113.461","22.6871","商业辅助服务","101740.75","8.83","10.17","204.40","瑞茂通供应链管理股份有限公司","CCS Supply Chain Management Co., Ltd.","1998/6/25","山东省烟台市牟平区养马岛驼峰路84号","北京市西城区宣武门外大街10号庄胜广场中央办公区北翼13层","上海证券交易所","1998/7/3","1998/6/8","流通A股","","","",""
"600633","浙报传媒","浙江","120.182","30.2763","出版业","118828.76","11.34","11.88","204.36","浙报传媒集团股份有限公司","Zhe Jiang Daily Media Group Co., Ltd.","1992/3/4","浙江省杭州市体育场路178号26-27楼","浙江省杭州市体育场路178号浙报产业大厦","上海证券交易所","1993/3/4","1992/6/13","流通A股","","","",""
"600499","科达洁能","广东","113.227","22.9802","工业机械","70573.22","6.89","7.06","204.14","广东科达洁能股份有限公司","Keda Clean Energy Co., Ltd.","1996/12/11","广东省佛山市顺德区陈村镇广隆工业园环镇西","广东省佛山市顺德区陈村镇广隆工业园环镇西路1号","上海证券交易所","2002/10/10","2002/9/18","流通A股","","","",""
"600652","游久游戏","上海","121.418","31.2185","煤炭开采","83270.35","5.57","8.33","203.31","上海游久游戏股份有限公司","SHANGHAI U9 GAME CO.,LTD.","1984/12/12","上海市石门二路333弄3号6B","上海市肇嘉浜路666号","上海证券交易所","1990/12/19","1991/8/24","流通A股","","","",""
"600060","海信电器","山东","120.384","36.0667","消费电子产品","130848.12","13.08","13.08","203.21","青岛海信电器股份有限公司","Hisense Electric Co., Ltd.","1997/4/17","山东省青岛市经济技术开发区前湾港路218号","山东省青岛市经济技术开发区前湾港路218号","上海证券交易所","1997/4/22","1997/3/24","流通A股","","","",""
"002244","滨江集团","浙江","120.203","30.2636","不动产投资开发","270400.00","22.95","27.04","176.75","杭州滨江房产集团股份有限公司","Hangzhou Binjiang Real Estate Group Co., Ltd.","2006/12/6","浙江省杭州市庆春东路38号","浙江省杭州市庆春东路38号","中小企业板","2008/5/29","2008/5/19","流通A股","","","",""
"600765","中航重机","贵州","106.702","26.518","工业机械","77800.32","7.78","7.78","176.68","中航重机股份有限公司","AVIC Heavy Machinery Co., Ltd.","1996/11/1","贵州省贵阳市小河区锦江路110号","北京市朝阳区安定门外小关东里14号A座","上海证券交易所","1996/11/6","1996/10/22","流通A股","","","",""
"002439","启明星辰","北京","116.294","40.0556","计算机服务","83024.67","5.52","8.30","176.32","北京启明星辰信息技术股份有限公司","Venustech Group Inc.","2008/1/25","北京市海淀区东北旺西路8号中关村软件园21","北京市海淀区东北旺西路8号中关村软件园21号楼启明星辰大厦一层","中小企业板","2010/6/23","2010/6/7","流通A股","","","",""
"600704","物产中大","浙江","120.951","30.595","服装与服饰","99599.52","7.91","9.96","175.99","浙江物产中大元通集团股份有限公司","Zhejiang Material Industrial Zhongda Yuantong Group Co., Ltd.","1992/9/14","浙江省杭州市中大广场A座","浙江省杭州市中大广场A座","上海证券交易所","1996/6/6","1996/5/17","流通A股","","","",""
"000671","阳光城","福建","119.294","26.0788","不动产投资开发","324174.88","26.18","32.42","183.54","阳光城集团股份有限公司","Sunshine City Group Co., Ltd.","1991/8/2","福建省福州经济技术开发区星发路8号","福建省福州市鼓楼区乌山西路68号阳光乌山荣域A区二楼","深圳证券交易所","1996/12/18","1991/3/1","流通A股","","","",""
"002269","美邦服饰","上海","121.624","31.1609","服装服饰零售","252600.00","25.13","25.26","175.37","上海美特斯邦威服饰股份有限公司","Shanghai Metersbonwe Fashion and Accessories Co., Ltd.","2000/12/6","上海市浦东新区康桥镇康桥东路800号","上海市浦东新区康桥东路800号","中小企业板","2008/8/28","2008/8/14","流通A股","","","",""
"600879","航天电子","湖北","114.187","30.4984","航空航天","103953.70","10.40","10.40","183.48","航天时代电子技术股份有限公司","China Aerospace Times Electronics Co., Ltd.","1986/11/15","湖北省武汉经济技术开发区高科技园","湖北省武汉经济技术开发区高科技园","上海证券交易所","1995/11/15","1987/1/1","流通A股","","","",""
"000413","东旭光电","河北","114.636","38.0511","电子电气组件与设备","266208.00","20.19","26.62","175.22","东旭光电科技股份有限公司","Dongxu Optoelectronic Technology Co., Ltd.","1992/12/26","河北省石家庄市高新技术产业开发区黄河大道","北京市海淀区复兴路甲23号临5院","深圳证券交易所","1996/9/25","1996/9/11","流通A股","","","",""
"002004","华邦健康","重庆","106.515","29.6262","制药","188348.29","12.63","18.83","183.43","华邦生命健康股份有限公司","HUAPONT LIFE SCIENCES CO., LTD","2001/9/19","重庆市渝北区人和星光大道69号","重庆市渝北区人和星光大道69号","中小企业板","2004/6/25","2004/6/7","流通A股","","","",""
"300267","尔康制药","湖南","113.393","28.2288","制药","91194.66","5.65","9.09","174.99","湖南尔康制药股份有限公司","Hunan Er-kang Pharmaceutical Co., Ltd.","2003/10/22","湖南省长沙市浏阳生物医药工业园","湖南省长沙市浏阳生物医药工业园","创业板","2011/9/27","2011/9/15","流通A股","","","",""
"600388","龙净环保","福建","117.032","25.109","工业机械","106905.00","10.69","10.69","183.34","福建龙净环保股份有限公司","Fujian Longking Co., Ltd.","1998/2/23","福建省龙岩市新罗区陵园路81号","福建省龙岩市新罗区陵园路81号","上海证券交易所","2000/12/29","2000/12/14","流通A股","","","",""
"600528","中铁二局","四川","104.06","30.6881","建筑施工","145920.00","14.59","14.59","174.52","中铁二局股份有限公司","China Railway Erju Co., Ltd.","1999/9/24","四川省成都高新区九兴大道高发大厦幢一层156号","四川省成都市马家花园10号中铁二局大厦","上海证券交易所","2001/5/28","2001/5/8","流通A股","","","",""
"300253","卫宁软件","上海","121.452","31.2856","软件","54649.43","3.80","5.46","183.16","上海金仕达卫宁软件股份有限公司","Shanghai Kingstar Winning Software Co., Ltd.","2004/4/7","上海市浦东新区上南路4184号258室","上海市广中西路355号宝华中心10楼","创业板","2011/8/18","2011/8/5","流通A股","","","",""
"600639","浦东金桥","上海","121.599","31.2502","不动产投资开发","112241.29","6.57","11.22","174.01","上海金桥出口加工区开发股份有限公司","Shanghai Jinqiao Export Processing Zone Development Co., Ltd.","1992/11/24","上海市中国（上海）自由贸易试验区新金桥路28号","上海市浦东新金桥路27号1号楼","上海证券交易所","1993/3/26","1992/6/16","流通A股","","","",""
"600717","天津港","天津","117.748","39.032","运输服务","167476.91","16.75","16.75","182.88","天津港股份有限公司","Tianjin Port Co., Ltd.","1992/12/21","天津市天津港保税区通达广场1号A区","天津市塘沽区津港路99号","上海证券交易所","1996/6/14","1992/8/27","流通A股","","","",""
"002038","双鹭药业","北京","116.195","39.9448","生物科技","68490.00","5.67","6.85","172.37","北京双鹭药业股份有限公司","Beijing SL Pharmaceutical Co., Ltd.","2000/8/9","北京市海淀区西三环北路100号金玉大厦1103-1105室","北京市海淀区碧桐园一号楼","中小企业板","2004/9/9","2004/8/25","流通A股","","","",""
"600611","大众交通","上海","121.442","31.2934","运输服务","157608.19","10.42","15.76","182.80","大众交通（集团）股份有限公司","Dazhong Transportion (Group) Co., Ltd.","1992/7/10","上海市中山西路1515号大众大厦12楼","上海市徐汇区中山西路1515号大众大厦22楼","上海证券交易所","1992/8/7","1992/6/13","流通A股","","","",""
"000718","苏宁环球","吉林","126.573","43.7863","不动产投资开发","265615.03","19.10","26.56","171.56","苏宁环球股份有限公司","Suning Universal Co., Ltd.","1993/4/1","吉林省吉林经济技术开发区九站街718号","吉林省吉林市丰满区松江南路55号","深圳证券交易所","1997/4/8","1997/3/28","流通A股","","","",""
"600525","长园集团","广东","113.95","22.5562","电子电气组件与设备","109030.85","8.64","10.90","181.68","长园集团股份有限公司","Changyuan Group Ltd.","1986/6/27","广东省深圳市南山区高新区科苑中路长园新材","广东省深圳市南山区高新区科苑中路长园新材料港F栋5楼","上海证券交易所","2002/12/2","2002/11/18","流通A股","","","",""
"600316","洪都航空","江西","115.933","28.6421","航空航天","71711.45","7.17","7.17","171.03","江西洪都航空工业股份有限公司","Jiangxi Hongdu Aviation Industry Co., Ltd.","1999/12/16","江西省南昌市高新技术产业开发区南飞点","江西省南昌市新溪桥","上海证券交易所","2000/12/15","2000/11/16","流通A股","","","",""
"600312","平高电气","河南","113.403","33.737","电子电气组件与设备","113748.56","8.19","11.37","180.83","河南平高电气股份有限公司","Henan Pinggao Electric Co., Ltd.","1999/7/12","河南省平顶山市南环东路22号","河南省平顶山市南环东路22号","上海证券交易所","2001/2/21","2001/1/15","流通A股","","","",""
"600673","东阳光科","广东","113.296","24.7449","工业机械","246887.39","24.56","24.69","170.96","广东东阳光科技控股股份有限公司","GUANGDONG HEC TECHNOLOGY HOLDING CO., LTD","1993/4/30","广东省韶关市乳源县乳城镇侯公渡","广东省东莞市长安镇上沙村第五工业区","上海证券交易所","1993/9/17","1998/1/10","流通A股","","","",""
"300133","华策影视","浙江","120.087","30.2872","广播与娱乐","98096.33","6.81","9.79","179.70","浙江华策影视股份有限公司","Zhejiang Huace Film and TV Co., Ltd.","2009/4/30","浙江省杭州市文二西路683号西溪创意产业园C-C座","浙江省杭州市西湖区文二西路683号西溪创意产业园C-C座","创业板","2010/10/26","2010/10/12","流通A股","","","",""
"601000","唐山港","河北","118.995","39.2388","运输服务","224843.85","20.30","22.48","170.35","唐山港集团股份有限公司","Tangshan Port Group Co., Ltd.","2003/1/3","河北省唐山市海港开发区","河北省唐山市海港经济开发区唐山港大厦","上海证券交易所","2010/7/5","2010/6/18","流通A股","","","",""
"000690","宝新能源","广东","113.331","23.1475","电力（IV）","172661.25","17.13","17.27","179.14","广东宝丽华新能源股份有限公司","Guangdong Baolihua New Energy Stock Co., Ltd.","1997/1/20","广东省梅州市梅县华侨城香港花园宝丽华综合大楼","广东省梅州市梅县华侨城香港花园宝丽华综合大楼","深圳证券交易所","1997/1/28","1997/1/7","流通A股","","","",""
"002385","大北农","北京","116.665","40.3687","农业与渔业","249747.44","14.58","24.97","170.31","北京大北农科技集团股份有限公司","Beijing Dabeinong Technology Group Co., Ltd.","2007/10/26","北京市海淀区中关村大街27号中关村大厦14层","北京市海淀区中关村大街27号中关村大厦14层","中小企业板","2010/4/9","2010/3/29","流通A股","","","",""
"002353","杰瑞股份","山东","121.42","37.4316","采油设备与服务","95785.40","6.64","9.58","177.93","烟台杰瑞石油服务集团股份有限公司","Yantai Jereh Oilfield Services Group Co., Ltd.","2007/11/22","山东省烟台市莱山区杰瑞路5号","山东省烟台市莱山区澳柯玛大街7号","中小企业板","2010/2/5","2010/1/25","流通A股","","","",""
"600549","厦门钨业","福建","117.986","24.4728","有色金属","108157.40","8.87","10.82","170.04","厦门钨业股份有限公司","Xiamen Tungsten Co., Ltd.","1997/12/30","福建省厦门市海沧区柯井社","福建省厦门市湖滨南路619号1602室","上海证券交易所","2002/11/7","2002/10/24","流通A股","","","",""
"600056","中国医药","北京","116.445","39.894","医疗设备","101251.34","9.82","10.13","177.88","中国医药健康产业股份有限公司","China Meheco Co., Ltd.","1997/5/8","北京市东城区光明中街18号","北京市东城区光明中街18号","上海证券交易所","1997/5/15","1997/4/28","流通A股","","","",""
